1972 SIMMONS - TV STUDY - 6043 RESPONDENTS                              
 SOURCE: S72TV
 POINTER FILE: 72YPT.DAT 
 DATA FILE: INV72N.DAT
      7618 BITS PER RESPONDENT.
        12 BITS/WEIGHT
      4382 STARTING WEIGHT RECORD
 #RESP .NE. #MEN+#WOMEN.   OK?      15366 RESPONDENTS
      2677 MEN
         1 START BIT(MEN)
      3366 WOMEN
      7206 START BIT(WOMEN)
        32 CARDS/RESPONDENT
 
 COLS    YX0123456789 LOCATION
 SR      2
    1  1*67 5    6148
    2  1*67 6    6149
 17      2
    1  1*67 7    6150
    2  1*67 8    6151
 SP      2
    1  1*67 9    6152
    2  1*67 0    6143
 SPA     2
    1  1*67 X    6142
    2  1*67 Y    6141
 SI      2
    1  1*68 1    6156
    2  1*68 2    6157
 TEN     2
    1  1*68 3    6158
    2  1*68 4    6159
 TI      2
    1  1*68 5    6160
    2  1*68 6    6161
 TR      2
    1  1*68 7    6162
    2  1*68 8    6163
 TS      2
    1  1*68 9    6164
    2  1*68 0    6155
 TVG     2
    1  1*68 X    6154
    2  1*68 Y    6153
 USN     2
    1  1*69 1    6168
    2  1*69 2    6169
 WSJ     2
    1  1*69 3    6170
    2  1*69 4    6171
 WD      2
    1  1*69 5    6172
    2  1*69 6    6173
 FLY     2
    1  1*69 X    6166
    2  1*69 Y    6165
 LI5     2
    1  1*54 1     247
    2  1*54 2     248
 LIA     2
    1  1*54 1     247
    2  1*54 2     248
 TR1     2
    1  1*54 5     251
    2  1*54 6     252
 NDA     2
    1  2*66 1     680
    2  2*66 2     681
 NSA     2
    1  2*68 1     686
    2  2*68 2     687
 BHS     2
    1  1*55 Y    5774
    2  1*55 X    5775
 BHT     2
    1  1*55 0    5776
    2  1*55 1    5777
 BHE     2
    1  1*55 2    5778
    2  1*55 3    5779
 BHW     2
    1  1*55 4    5780
    2  1*55 5    5781
 PSC     2
    1  1*55 6    5782
    2  1*55 7    5783
 RII     2
    1  1*67 1    6144
    2  1*67 2    6145
 FW*     2
    1  1*60 X    6058
    2  1*60 Y    6057
 NS1     2
    1 23*61 1    5810
    2 23*62 1    5818
 NS2     2
    1 23*61 2    5811
    2 23*62 2    5819
 NS3     2
    1 23*61 3    5812
    2 23*62 3    5820
 NS4     2
    1 23*61 4    5813
    2 23*62 4    5821
 NS5     2
    1 23*61 5    5814
    2 23*62 5    5822
 NS6     2
    1 23*61 6    5815
    2 23*62 6    5823
 NS7     2
    1 23*61 7    5816
    2 23*62 7    5824
 A12     2
    1 25* 1 1    4396
    2 28* 1 1    4407
 ASJ     4
    1 25* 1 2    4397
    2 25* 1 3    4398
    3 28* 1 2    4408
    4 28* 1 3    4409
 AIF     2
    1 25* 1 4    4399
    2 28* 1 4    4410
 AMC    10
    1 25* 1 5    4400
    2 25* 1 6    4401
    3 25* 1 7    4402
    4 25* 1 8    4403
    5 25* 1 9    4404
    6 28* 1 5    4411
    7 28* 1 6    4412
    8 28* 1 7    4413
    9 28* 1 8    4414
   10 28* 1 9    4415
 ABS     2
    1 25* 1 0    4395
    2 28* 1 0    4406
 AW     10
    1 25* 1 Y    4394
    2 25* 2 1    4419
    3 25* 2 2    4420
    4 25* 2 3    4421
    5 25* 2 4    4422
    6 28* 1 Y    4405
    7 28* 2 1    4431
    8 28* 2 2    4432
    9 28* 2 3    4433
   10 28* 2 4    4434
 ARN     2
    1 25* 2 5    4423
    2 28* 2 5    4435
 AWT    10
    1 25* 2 6    4424
    2 25* 2 7    4425
    3 25* 2 8    4426
    4 25* 2 9    4427
    5 25* 2 0    4418
    6 28* 2 6    4436
    7 28* 2 7    4437
    8 28* 2 8    4438
    9 28* 2 9    4439
   10 28* 2 0    4430
 BC      4
    1 25* 2 X    4417
    2 25* 2 Y    4416
    3 28* 2 X    4429
    4 28* 2 Y    4428
 BH     10
    1 25* 3 1    4442
    2 25* 3 2    4443
    3 25* 3 3    4444
    4 25* 3 4    4445
    5 25* 3 5    4446
    6 28* 3 1    4453
    7 28* 3 2    4454
    8 28* 3 3    4455
    9 28* 3 4    4456
   10 28* 3 5    4457
 BWP     2
    1 25* 3 6    4447
    2 28* 3 6    4458
 BWD    10
    1 25* 3 7    4448
    2 25* 3 8    4449
    3 25* 3 9    4450
    4 25* 3 0    4441
    5 25* 3 X    4440
    6 28* 3 7    4459
    7 28* 3 8    4460
    8 28* 3 9    4461
    9 28* 3 0    4452
   10 28* 3 X    4451
 BO      4
    1 25* 4 1    4465
    2 25* 4 2    4466
    3 28* 4 1    4477
    4 28* 4 2    4478
 BON     4
    1 25* 4 3    4467
    2 25* 4 4    4468
    3 28* 4 3    4479
    4 28* 4 4    4480
 BB      2
    1 25* 4 5    4469
    2 28* 4 5    4481
 BP     10
    1 25* 4 6    4470
    2 25* 4 7    4471
    3 25* 4 8    4472
    4 25* 4 9    4473
    5 25* 4 0    4464
    6 28* 4 6    4482
    7 28* 4 7    4483
    8 28* 4 8    4484
    9 28* 4 9    4485
   10 28* 4 0    4476
 CCO     4
    1 25* 4 X    4463
    2 25* 4 Y    4462
    3 28* 4 X    4475
    4 28* 4 Y    4474
 CAN     4
    1 25* 5 2    4489
    2 25* 5 3    4490
    3 28* 5 2    4500
    4 28* 5 3    4501
 CK     20
    1 25* 5 4    4491
    2 25* 5 5    4492
    3 25* 5 6    4493
    4 25* 5 7    4494
    5 25* 5 8    4495
    6 25* 5 9    4496
    7 25* 5 0    4488
    8 25* 5 X    4487
    9 25* 5 Y    4486
   10 25* 6 1    4510
   11 28* 5 4    4502
   12 28* 5 5    4503
   13 28* 5 6    4504
   14 28* 5 7    4505
   15 28* 5 8    4506
   16 28* 5 9    4507
   17 28* 5 0    4499
   18 28* 5 X    4498
   19 28* 5 Y    4497
   20 28* 6 1    4521
 CB      4
    1 25* 6 2    4511
    2 25* 6 3    4512
    3 28* 6 2    4522
    4 28* 6 3    4523
 CTB     2
    1 25* 6 4    4513
    2 28* 6 4    4524
 CON    10
    1 25* 6 5    4514
    2 25* 6 6    4515
    3 25* 6 7    4516
    4 25* 6 8    4517
    5 25* 6 9    4518
    6 28* 6 5    4525
    7 28* 6 6    4526
    8 28* 6 7    4527
    9 28* 6 8    4528
   10 28* 6 9    4529
 CEF     2
    1 25* 6 0    4509
    2 28* 6 0    4520
 DA      2
    1 25* 6 X    4508
    2 28* 6 X    4519
 DG     10
    1 25* 7 1    4533
    2 25* 7 2    4534
    3 25* 7 3    4535
    4 25* 7 4    4536
    5 25* 7 5    4537
    6 28* 7 1    4557
    7 28* 7 2    4558
    8 28* 7 3    4559
    9 28* 7 4    4560
   10 28* 7 5    4561
 DOL    10
    1 25* 7 6    4538
    2 25* 7 7    4539
    3 25* 7 8    4540
    4 25* 7 9    4541
    5 25* 7 0    4532
    6 28* 7 6    4562
    7 28* 7 7    4563
    8 28* 7 8    4564
    9 28* 7 9    4565
   10 28* 7 0    4556
 DM      4
    1 25* 7 X    4531
    2 25* 7 Y    4530
    3 28* 7 X    4555
    4 28* 7 Y    4554
 DVD     2
    1 25* 8 1    4545
    2 28* 8 1    4569
 DSH    10
    1 25* 8 2    4546
    2 25* 8 3    4547
    3 25* 8 4    4548
    4 25* 8 5    4549
    5 25* 8 6    4550
    6 28* 8 2    4570
    7 28* 8 3    4571
    8 28* 8 4    4572
    9 28* 8 5    4573
   10 28* 8 6    4574
 DR     10
    1 25* 8 7    4551
    2 25* 8 8    4552
    3 25* 8 9    4553
    4 25* 8 0    4544
    5 25* 8 X    4543
    6 28* 8 7    4575
    7 28* 8 8    4576
    8 28* 8 9    4577
    9 28* 8 0    4568
   10 28* 8 X    4567
 DD      2
    1 25* 8 Y    4542
    2 28* 8 Y    4566
 EON    10
    1 25* 9 1    4580
    2 25* 9 2    4581
    3 25* 9 3    4582
    4 25* 9 4    4583
    5 25* 9 5    4584
    6 28* 9 1    4591
    7 28* 9 2    4592
    8 28* 9 3    4593
    9 28* 9 4    4594
   10 28* 9 5    4595
 FTN     2
    1 25* 9 6    4585
    2 28* 9 6    4596
 FA     10
    1 25* 9 7    4586
    2 25* 9 8    4587
    3 25* 9 9    4588
    4 25* 9 0    4579
    5 25* 9 X    4578
    6 28* 9 7    4597
    7 28* 9 8    4598
    8 28* 9 9    4599
    9 28* 9 0    4590
   10 28* 9 X    4589
 FBI     4
    1 25*10 1    4603
    2 25*10 2    4604
    3 28*10 1    4639
    4 28*10 2    4640
 FWL     4
    1 25*10 3    4605
    2 25*10 4    4606
    3 28*10 3    4641
    4 28*10 4    4642
 FUF     2
    1 25*10 5    4607
    2 28*10 5    4643
 FUS     4
    1 25*10 6    4608
    2 25*10 7    4609
    3 28*10 6    4644
    4 28*10 7    4645
 GHS    10
    1 25*10 8    4610
    2 25*10 9    4611
    3 25*10 0    4602
    4 25*10 X    4601
    5 25*10 Y    4600
    6 28*10 8    4646
    7 28*10 9    4647
    8 28*10 0    4638
    9 28*10 X    4637
   10 28*10 Y    4636
 DUGT    2
    1 25*11 1    4615
    2 28*11 1    4651
 GC      4
    1 25*11 2    4616
    2 25*11 3    4617
    3 28*11 2    4652
    4 28*11 3    4653
 GP     10
    1 25*11 4    4618
    2 25*11 5    4619
    3 25*11 6    4620
    4 25*11 7    4621
    5 25*11 8    4622
    6 28*11 4    4654
    7 28*11 5    4655
    8 28*11 6    4656
    9 28*11 7    4657
   10 28*11 8    4658
 GLF     2
    1 25*11 9    4623
    2 28*11 9    4659
 GL     10
    1 25*11 0    4614
    2 25*11 X    4613
    3 25*11 Y    4612
    4 25*12 1    4627
    5 25*12 2    4628
    6 28*11 0    4650
    7 28*11 X    4649
    8 28*11 Y    4648
    9 28*12 1    4663
   10 28*12 2    4664
 GUN     4
    1 25*12 3    4629
    2 25*12 4    4630
    3 28*12 3    4665
    4 28*12 4    4666
 HFO     4
    1 25*12 5    4631
    2 25*12 6    4632
    3 28*12 5    4667
    4 28*12 6    4668
 HL      2
    1 25*12 7    4633
    2 28*12 7    4669
 HS     10
    1 25*12 8    4634
    2 25*12 9    4635
    3 25*12 0    4626
    4 25*12 X    4625
    5 25*12 Y    4624
    6 28*12 8    4670
    7 28*12 9    4671
    8 28*12 0    4662
    9 28*12 X    4661
   10 28*12 Y    4660
 IRN     4
    1 25*13 1    4674
    2 25*13 2    4675
    3 28*13 1    4685
    4 28*13 2    4686
 IA      2
    1 25*13 3    4676
    2 28*13 3    4687
 JEO    10
    1 25*13 4    4677
    2 25*13 5    4678
    3 25*13 6    4679
    4 25*13 7    4680
    5 25*13 8    4681
    6 28*13 4    4688
    7 28*13 5    4689
    8 28*13 6    4690
    9 28*13 7    4691
   10 28*13 8    4692
 JS      2
    1 25*13 9    4682
    2 28*13 9    4693
 LMD    10
    1 25*13 X    4673
    2 25*13 Y    4672
    3 25*14 1    4697
    4 25*14 2    4698
    5 25*14 3    4699
    6 28*13 X    4684
    7 28*13 Y    4683
    8 28*14 1    4708
    9 28*14 2    4709
   10 28*14 3    4710
 LS      4
    1 25*14 4    4700
    2 25*14 5    4701
    3 28*14 4    4711
    4 28*14 5    4712
 LST    10
    1 25*14 7    4702
    2 25*14 8    4703
    3 25*14 9    4704
    4 25*14 0    4696
    5 25*14 X    4695
    6 28*14 7    4713
    7 28*14 8    4714
    8 28*14 9    4715
    9 28*14 0    4707
   10 28*14 X    4706
 LOL    10
    1 25*14 Y    4694
    2 25*15 1    4718
    3 25*15 2    4719
    4 25*15 3    4720
    5 25*15 4    4721
    6 28*14 Y    4705
    7 28*15 1    4729
    8 28*15 2    4730
    9 28*15 3    4731
   10 28*15 4    4732
 LAP     4
    1 25*15 5    4722
    2 25*15 6    4723
    3 28*15 5    4733
    4 28*15 6    4734
 LAD    10
    1 25*15 7    4724
    2 25*15 8    4725
    3 25*15 9    4726
    4 25*15 0    4717
    5 25*15 X    4716
    6 28*15 7    4735
    7 28*15 8    4736
    8 28*15 9    4737
    9 28*15 0    4728
   10 28*15 X    4727
 LB     10
    1 25*16 1    4741
    2 25*16 2    4742
    3 25*16 3    4743
    4 25*16 4    4744
    5 25*16 5    4745
    6 28*16 1    4753
    7 28*16 2    4754
    8 28*16 3    4755
    9 28*16 4    4756
   10 28*16 5    4757
 MTC     4
    1 25*16 6    4746
    2 25*16 7    4747
    3 28*16 6    4758
    4 28*16 7    4759
 MNX     4
    1 25*16 8    4748
    2 25*16 9    4749
    3 28*16 8    4760
    4 28*16 9    4761
 MW      4
    1 25*16 0    4740
    2 25*16 X    4739
    3 28*16 0    4752
    4 28*16 X    4751
 MTM     2
    1 25*16 Y    4738
    2 28*16 Y    4750
 MCT     4
    1 25*17 1    4762
    2 25*17 2    4763
    3 28*17 1    4765
    4 28*17 2    4766
 MTP     2
    1 25*17 3    4764
    2 28*17 3    4767
 MIP     4
    1 25*18 7    4769
    2 25*18 8    4770
    3 28*18 7    4773
    4 28*18 8    4774
 MSQ     4
    1 25*18 9    4771
    2 25*18 0    4768
    3 28*18 9    4775
    4 28*18 0    4772
 MF      6
    1 25*19 1    4779
    2 25*19 2    4780
    3 25*19 3    4781
    4 28*19 1    4803
    5 28*19 2    4804
    6 28*19 3    4805
 MM      8
    1 25*19 4    4782
    2 25*19 5    4783
    3 25*19 6    4784
    4 25*19 7    4785
    5 28*19 4    4806
    6 28*19 5    4807
    7 28*19 6    4808
    8 28*19 7    4809
 MOW     6
    1 25*19 8    4786
    2 25*19 9    4787
    3 25*19 0    4778
    4 28*19 8    4810
    5 28*19 9    4811
    6 28*19 0    4802
 MOE     6
    1 25*19 X    4777
    2 25*19 Y    4776
    3 25*20 1    4791
    4 28*19 X    4801
    5 28*19 Y    4800
    6 28*20 1    4815
 MMY     6
    1 25*20 2    4792
    2 25*20 3    4793
    3 25*20 4    4794
    4 28*20 2    4816
    5 28*20 3    4817
    6 28*20 4    4818
 MST     8
    1 25*20 5    4795
    2 25*20 6    4796
    3 25*20 7    4797
    4 25*20 8    4798
    5 28*20 5    4819
    6 28*20 6    4820
    7 28*20 7    4821
    8 28*20 8    4822
 MAS     8
    1 25*20 9    4799
    2 25*20 0    4790
    3 25*20 X    4789
    4 25*20 Y    4788
    5 28*20 9    4823
    6 28*20 0    4814
    7 28*20 X    4813
    8 28*20 Y    4812
 DUMCS   8
    1 25*21 1    4824
    2 25*21 2    4825
    3 25*21 3    4826
    4 25*21 4    4827
    5 28*21 1    4832
    6 28*21 2    4833
    7 28*21 3    4834
    8 28*21 4    4835
 MTH     8
    1 25*21 5    4828
    2 25*21 6    4829
    3 25*21 7    4830
    4 25*21 8    4831
    5 28*21 5    4836
    6 28*21 6    4837
    7 28*21 7    4838
    8 28*21 8    4839
 MTS     2
    1 25*22 1    4843
    2 28*22 1    4855
 NAP     2
    1 25*22 2    4844
    2 28*22 2    4856
 NEW    10
    1 25*22 3    4845
    2 25*22 4    4846
    3 25*22 5    4847
    4 25*22 6    4848
    5 25*22 7    4849
    6 28*22 3    4857
    7 28*22 4    4858
    8 28*22 5    4859
    9 28*22 6    4860
   10 28*22 7    4861
 NAS    10
    1 25*22 8    4850
    2 25*22 9    4851
    3 25*22 0    4842
    4 25*22 X    4841
    5 25*22 Y    4840
    6 28*22 8    4862
    7 28*22 9    4863
    8 28*22 0    4854
    9 28*22 X    4853
   10 28*22 Y    4852
 NCC    10
    1 25*23 2    4867
    2 25*23 3    4868
    3 25*23 4    4869
    4 25*23 5    4870
    5 25*23 6    4871
    6 28*23 2    4878
    7 28*23 3    4879
    8 28*23 4    4880
    9 28*23 5    4881
   10 28*23 6    4882
 NCH    20
    1 25*23 7    4872
    2 25*23 8    4873
    3 25*23 9    4874
    4 25*23 0    4866
    5 25*23 X    4865
    6 25*23 Y    4864
    7 25*24 1    4889
    8 25*24 2    4890
    9 25*24 3    4891
   10 25*24 4    4892
   11 28*23 7    4883
   12 28*23 8    4884
   13 28*23 9    4885
   14 28*23 0    4877
   15 28*23 X    4876
   16 28*23 Y    4875
   17 28*24 1    4925
   18 28*24 2    4926
   19 28*24 3    4927
   20 28*24 4    4928
 NCR     2
    1 25*24 5    4893
    2 28*24 5    4929
 NCM     2
    1 25*24 6    4894
    2 28*24 6    4930
 NNC    10
    1 25*24 7    4895
    2 25*24 8    4896
    3 25*24 9    4897
    4 25*24 0    4888
    5 25*24 X    4887
    6 28*24 7    4931
    7 28*24 8    4932
    8 28*24 9    4933
    9 28*24 0    4924
   10 28*24 X    4923
 NNU     2
    1 25*24 Y    4886
    2 28*24 Y    4922
 NI      4
    1 25*25 1    4901
    2 25*25 2    4902
    3 28*25 1    4937
    4 28*25 2    4938
 NGL     4
    1 25*25 3    4903
    2 25*25 4    4904
    3 28*25 3    4939
    4 28*25 4    4940
 OC      2
    1 25*25 5    4905
    2 28*25 5    4941
 OHT     4
    1 25*25 6    4906
    2 25*25 7    4907
    3 28*25 6    4942
    4 28*25 7    4943
 OM      4
    1 25*25 8    4908
    2 25*25 9    4909
    3 28*25 8    4944
    4 28*25 9    4945
 OLL    10
    1 25*25 0    4900
    2 25*25 X    4899
    3 25*25 Y    4898
    4 25*26 1    4913
    5 25*26 2    4914
    6 28*25 0    4936
    7 28*25 X    4935
    8 28*25 Y    4934
    9 28*26 1    4949
   10 28*26 2    4950
 PTN     2
    1 25*26 3    4915
    2 28*26 3    4951
 PTF     2
    1 25*26 4    4916
    2 28*26 4    4952
 PAS    10
    1 25*26 5    4917
    2 25*26 6    4918
    3 25*26 7    4919
    4 25*26 8    4920
    5 25*26 9    4921
    6 28*26 5    4953
    7 28*26 6    4954
    8 28*26 7    4955
    9 28*26 8    4956
   10 28*26 9    4957
 PER     4
    1 25*26 0    4912
    2 25*26 X    4911
    3 28*26 0    4948
    4 28*26 X    4947
 R22     2
    1 25*26 Y    4910
    2 28*26 Y    4946
 RML     4
    1 25*27 1    4958
    2 25*27 2    4959
    3 28*27 1    4967
    4 28*27 2    4968
 SOC    10
    1 25*27 3    4960
    2 25*27 4    4961
    3 25*27 5    4962
    4 25*27 6    4963
    5 25*27 7    4964
    6 28*27 3    4969
    7 28*27 4    4970
    8 28*27 5    4971
    9 28*27 6    4972
   10 28*27 7    4973
 SAR     4
    1 25*27 8    4965
    2 25*27 9    4966
    3 28*27 8    4974
    4 28*27 9    4975
 SFT    10
    1 25*28 1    4979
    2 25*28 2    4980
    3 25*28 3    4981
    4 25*28 4    4982
    5 25*28 5    4983
    6 28*28 1    4991
    7 28*28 2    4992
    8 28*28 3    4993
    9 28*28 4    4994
   10 28*28 5    4995
 SS     10
    1 25*28 6    4984
    2 25*28 7    4985
    3 25*28 8    4986
    4 25*28 9    4987
    5 25*28 0    4978
    6 28*28 6    4996
    7 28*28 7    4997
    8 28*28 8    4998
    9 28*28 9    4999
   10 28*28 0    4990
 SW      2
    1 25*28 X    4977
    2 28*28 X    4989
 SMF     2
    1 25*28 Y    4976
    2 28*28 Y    4988
 SOM    10
    1 25*29 1    5000
    2 25*29 2    5001
    3 25*29 3    5002
    4 25*29 4    5003
    5 25*29 5    5004
    6 28*29 1    5005
    7 28*29 2    5006
    8 28*29 3    5007
    9 28*29 4    5008
   10 28*29 5    5009
 DCV    24
    1 25*30 1    5013
    2 25*30 2    5014
    3 25*30 3    5015
    4 25*30 4    5016
    5 25*30 5    5017
    6 25*30 6    5018
    7 25*30 7    5019
    8 25*30 8    5020
    9 25*30 9    5021
   10 25*30 0    5012
   11 25*30 X    5011
   12 25*30 Y    5010
   13 28*30 1    5049
   14 28*30 2    5050
   15 28*30 3    5051
   16 28*30 4    5052
   17 28*30 5    5053
   18 28*30 6    5054
   19 28*30 7    5055
   20 28*30 8    5056
   21 28*30 9    5057
   22 28*30 0    5048
   23 28*30 X    5047
   24 28*30 Y    5046
 JC     30
    1 25*31 1    5025
    2 25*31 2    5026
    3 25*31 3    5027
    4 25*31 4    5028
    5 25*31 5    5029
    6 25*31 6    5030
    7 25*31 7    5031
    8 25*31 8    5032
    9 25*31 9    5033
   10 25*31 0    5024
   11 25*31 X    5023
   12 25*31 Y    5022
   13 25*32 1    5037
   14 25*32 2    5038
   15 25*32 3    5039
   16 28*31 1    5061
   17 28*31 2    5062
   18 28*31 3    5063
   19 28*31 4    5064
   20 28*31 5    5065
   21 28*31 6    5066
   22 28*31 7    5067
   23 28*31 8    5068
   24 28*31 9    5069
   25 28*31 0    5060
   26 28*31 X    5059
   27 28*31 Y    5058
   28 28*32 1    5073
   29 28*32 2    5074
   30 28*32 3    5075
 MGF    30
    1 25*32 7    5043
    2 25*32 8    5044
    3 25*32 9    5045
    4 25*32 0    5036
    5 25*32 X    5035
    6 25*32 Y    5034
    7 25*33 1    5082
    8 25*33 2    5083
    9 25*33 3    5084
   10 25*33 4    5085
   11 25*33 5    5086
   12 25*33 6    5087
   13 25*33 7    5088
   14 25*33 8    5089
   15 25*33 9    5090
   16 28*32 7    5079
   17 28*32 8    5080
   18 28*32 9    5081
   19 28*32 0    5072
   20 28*32 X    5071
   21 28*32 Y    5070
   22 28*33 1    5091
   23 28*33 2    5092
   24 28*33 3    5093
   25 28*33 4    5094
   26 28*33 5    5095
   27 28*33 6    5096
   28 28*33 7    5097
   29 28*33 8    5098
   30 28*33 9    5099
 TOD    40
    1 25*34 1    5103
    2 25*34 2    5104
    3 25*34 3    5105
    4 25*34 4    5106
    5 25*34 5    5107
    6 25*34 6    5108
    7 25*34 7    5109
    8 25*34 8    5110
    9 25*34 9    5111
   10 25*34 0    5102
   11 25*34 X    5101
   12 25*34 Y    5100
   13 25*35 1    5115
   14 25*35 2    5116
   15 25*35 3    5117
   16 25*35 4    5118
   17 25*35 5    5119
   18 25*35 6    5120
   19 25*35 7    5121
   20 25*35 8    5122
   21 28*34 1    5127
   22 28*34 2    5128
   23 28*34 3    5129
   24 28*34 4    5130
   25 28*34 5    5131
   26 28*34 6    5132
   27 28*34 7    5133
   28 28*34 8    5134
   29 28*34 9    5135
   30 28*34 0    5126
   31 28*34 X    5125
   32 28*34 Y    5124
   33 28*35 1    5139
   34 28*35 2    5140
   35 28*35 3    5141
   36 28*35 4    5142
   37 28*35 5    5143
   38 28*35 6    5144
   39 28*35 7    5145
   40 28*35 8    5146
 TG     10
    1 25*35 9    5123
    2 25*35 0    5114
    3 25*35 X    5113
    4 25*35 Y    5112
    5 25*36 1    5150
    6 28*35 9    5147
    7 28*35 0    5138
    8 28*35 X    5137
    9 28*35 Y    5136
   10 28*36 1    5161
 TOM    10
    1 25*36 2    5151
    2 25*36 3    5152
    3 25*36 4    5153
    4 25*36 5    5154
    5 25*36 6    5155
    6 28*36 2    5162
    7 28*36 3    5163
    8 28*36 4    5164
    9 28*36 5    5165
   10 28*36 6    5166
 WHI    10
    1 25*36 7    5156
    2 25*36 8    5157
    3 25*36 9    5158
    4 25*36 0    5149
    5 25*36 X    5148
    6 28*36 7    5167
    7 28*36 8    5168
    8 28*36 9    5169
    9 28*36 0    5160
   10 28*36 X    5159
 WWW    10
    1 25*37 1    5173
    2 25*37 2    5174
    3 25*37 3    5175
    4 25*37 4    5176
    5 25*37 5    5177
    6 28*37 1    5184
    7 28*37 2    5185
    8 28*37 3    5186
    9 28*37 4    5187
   10 28*37 5    5188
 WWD     4
    1 25*37 7    5178
    2 25*37 8    5179
    3 28*37 7    5189
    4 28*37 8    5190
 DU112   4
    1 25*37 9    5180
    2 25*37 0    5172
    3 28*37 9    5191
    4 28*37 0    5183
 DU103   4
    1 25*37 X    5171
    2 25*37 Y    5170
    3 28*37 X    5182
    4 28*37 Y    5181
 DU101   4
    1 25*38 3    5195
    2 25*38 4    5196
    3 28*38 3    5203
    4 28*38 4    5204
 DUSUL   6
    1 25*38 7    5197
    2 25*38 8    5198
    3 25*38 9    5199
    4 28*38 7    5205
    5 28*38 8    5206
    6 28*38 9    5207
 DUCIR   4
    1 25*38 0    5194
    2 25*38 X    5193
    3 28*38 0    5202
    4 28*38 X    5201
 DU102   4
    1 25*38 Y    5192
    2 25*39 1    5211
    3 28*38 Y    5200
    4 28*39 1    5223
 DUPIC   4
    1 25*39 2    5212
    2 25*39 3    5213
    3 28*39 2    5224
    4 28*39 3    5225
 DUCNO   4
    1 25*39 4    5214
    2 25*39 5    5215
    3 28*39 4    5226
    4 28*39 5    5227
 DUCHR   8
    1 25*39 6    5216
    2 25*39 7    5217
    3 25*39 8    5218
    4 25*39 9    5219
    5 28*39 6    5228
    6 28*39 7    5229
    7 28*39 8    5230
    8 28*39 9    5231
 DUGPK   2
    1 25*39 0    5210
    2 28*39 0    5222
 DUICE   4
    1 25*39 X    5209
    2 25*39 Y    5208
    3 28*39 X    5221
    4 28*39 Y    5220
 DUWDS   6
    1 25*40 3    5232
    2 25*40 4    5233
    3 25*40 5    5234
    4 28*40 3    5238
    5 28*40 4    5239
    6 28*40 5    5240
 DUFSS   4
    1 25*40 6    5235
    2 25*40 7    5236
    3 28*40 6    5241
    4 28*40 7    5242
 DUAES   2
    1 25*40 8    5237
    2 28*40 8    5243
 DUWS7  12
    1 25*43 7    5247
    2 25*43 8    5248
    3 25*43 9    5249
    4 25*43 0    5246
    5 25*43 X    5245
    6 25*43 Y    5244
    7 28*43 7    5253
    8 28*43 8    5254
    9 28*43 9    5255
   10 28*43 0    5252
   11 28*43 X    5251
   12 28*43 Y    5250
 FCL     4
    1 25*44 1    5256
    2 25*44 2    5257
    3 28*44 1    5263
    4 28*44 2    5264
 FCP     2
    1 25*44 3    5258
    2 28*44 3    5265
 FFP     2
    1 25*44 4    5259
    2 28*44 4    5266
 WWS     6
    1 25*44 7    5260
    2 25*44 8    5261
    3 25*44 9    5262
    4 28*44 7    5267
    5 28*44 8    5268
    6 28*44 9    5269
 FCA    12
    1 25*45 1    5272
    2 25*45 2    5273
    3 25*45 3    5274
    4 25*45 4    5275
    5 25*45 5    5276
    6 25*45 6    5277
    7 28*45 1    5283
    8 28*45 2    5284
    9 28*45 3    5285
   10 28*45 4    5286
   11 28*45 5    5287
   12 28*45 6    5288
 FC2    10
    1 25*45 7    5278
    2 25*45 8    5279
    3 25*45 9    5280
    4 25*45 0    5271
    5 25*45 X    5270
    6 28*45 7    5289
    7 28*45 8    5290
    8 28*45 9    5291
    9 28*45 0    5282
   10 28*45 X    5281
 FFL    12
    1 25*46 1    5292
    2 25*46 2    5293
    3 25*46 3    5294
    4 25*46 4    5295
    5 25*46 5    5296
    6 25*46 6    5297
    7 28*46 1    5298
    8 28*46 2    5299
    9 28*46 3    5300
   10 28*46 4    5301
   11 28*46 5    5302
   12 28*46 6    5303
 FFC    12
    1 25*47 1    5307
    2 25*47 2    5308
    3 25*47 3    5309
    4 25*47 4    5310
    5 25*47 5    5311
    6 25*47 6    5312
    7 28*47 1    5331
    8 28*47 2    5332
    9 28*47 3    5333
   10 28*47 4    5334
   11 28*47 5    5335
   12 28*47 6    5336
 FF2    12
    1 25*47 7    5313
    2 25*47 8    5314
    3 25*47 9    5315
    4 25*47 0    5306
    5 25*47 X    5305
    6 25*47 Y    5304
    7 28*47 7    5337
    8 28*47 8    5338
    9 28*47 9    5339
   10 28*47 0    5330
   11 28*47 X    5329
   12 28*47 Y    5328
 FFN    12
    1 25*48 1    5319
    2 25*48 2    5320
    3 25*48 3    5321
    4 25*48 4    5322
    5 25*48 5    5323
    6 25*48 6    5324
    7 28*48 1    5343
    8 28*48 2    5344
    9 28*48 3    5345
   10 28*48 4    5346
   11 28*48 5    5347
   12 28*48 6    5348
 FFT    12
    1 25*48 7    5325
    2 25*48 8    5326
    3 25*48 9    5327
    4 25*48 0    5318
    5 25*48 X    5317
    6 25*48 Y    5316
    7 28*48 7    5349
    8 28*48 8    5350
    9 28*48 9    5351
   10 28*48 0    5342
   11 28*48 X    5341
   12 28*48 Y    5340
   223 ENTRIES.
 
 SEQ  CDCOL PCH LOCATION/VALUE
 
 CLIENTS
      48
      49
      50
      70
      75
      87
      90
      94
     100
     130
     140
     170
