 00RJ0K31  100    1 3376
 00RJBN11  100    1 3376
 00RJBN21  100    1 3376
 00RJBN31  100    1 3376
 00RJEC31  100    1 3376
 00RJEZ31  100    1 3376
 00RJJ531  100    1 3376
 00RJTL31  100    1 3376
 00RJ\K31  100    1 3376
 00RJ\L31  100    1 3376
 00U ZX11  100    1 3376
 00U ZX31  100    1 3376
 00U ZY31  100    1 3376
 00U0C231  100    1 3376
 00U0CZ31  100    1 3376
 00U0C[11  100    1 3376
 00U0C[31  100    1 3376
 00U0C\11  100    1 3376
 00U0C\31  100    1 3376
 00U0D031  100    1 3376
 00U0D131  100    1 3376
 00U1WC31  100    1 3376
 00U63C31  100    1 3376
 00UAGI31  100    1 3376
 00UAQR31  100    1 3376
 00UB4P11  100    1 3376
 00UB4Q11  100    1 3376
 00UB4R11  100    1 3376
 00UC3111  100    1 3376
 00UC8X11  100    1 3376
 00UC8Y11  100    1 3376
 00UCGL11  100    1 3376
 00UD4[11  100    1 3376
 00UG1J31  100    1 3376
 00UJN\31  100    1 3376
 00[CQX21    1    2   24
 00[GRM21    1    3   24
 01F9P511    1    2 1626
 01ZIT421    1   13 2027
 028IP111    1    5   96
 02MGVV11    1    1 3853
 02N0XJ11    1    2 4047
 03B 8111  100    1 3376
 03B13B31  100    1 3376
 03B4TC11  100    1 3376
 03B9O131  100    1 3376
 03B9O231  100    1 3376
 03BA3Z31  100    1 3376
 03BA3\11  100    1 3376
 03BA3]11  100    1 3376
 03BCAJ11  100    1 3376
 03BG3E31  100    1 3376
 03BJNG31  100    1 3376
 03D IV31  100    1 3376
 03D M[11  100    1 3376
 03D ]311  100    1 3376
 03D13O31  100    1 3376
 03D13P31  100    1 3376
 03D13S31  100    1 3376
 03D13V31  100    1 3376
 03D13W31  100 3376
 03D13Y31  100    1 3376
 03D1RU11  100    1 3376
 03DAX\31  100    1 3376
 03DDA 31  100    1 3376
 03DJN[31  100    1 3376
 03DK0Y31  100    1 3376
 03I S411    1   23  277
 03I14O11    1   23  277
 03I14S11    1   23  277
 03I14U11    1   23  277
 03V17111    1    1 1861
 03W17M11    1    1 2875
 03W17W11    1    1 2875
 03WJX111    1    1 1861
 03ZCHX11    1    1 2005
 04\1D711    1    1 2242
 04\1QD11    1    1 2242
 04\BDS11    1    1 2242
 04\H0G21    1    1 2242
 04\I5N11    1    1 2242
 0501D\11    1    1  258
 0501EE11    1    1  258
 050I8U31    1    1  258
 0571G721    1    1  213
 057B1]21    1    1  213
 057C]U21    1    1  213
 05G1J811    1    1  290
 05G1J831    1    1  290
 05GC9]31    1    1  290
 05GIPK31    1    1  290
 05GIQW31    1    1  290
 05GIQX31    1    1  290
 05GIQY31    1    1  290
 05GIQ[31    1    1  290
 05GIQ\31    1    1  290
 05GIQ]31    1    1  290
 05GIR021    1    1  290
 05GIR031    1    1  290
 05GIR131    1    1  290
 05GIR231    1    1  290
 05GIR331    1    1  290
 05GIR431    1    1  290
 05GJ5P21    1    1  290
 05GJPQ11    1    1  290
 05R1LK11    1   23 3091
 05XCJC11    1    1  293
 05XH6R31    1    1  293
 05ZJ8Z11    4   23 4012
 06]IYS21    1    1 2254
 08PIZC21    1    1   72
 09M9EA31  100    1 3376
 09O V221  100    1 3376
 09O V231  100    1 3376
 09OAW\11  100    1 3376
 09OBB411  100    1 3376
 09OBB511  100    1 3376
 09OC 331  100    1 3376
 09OC 431  100    1 3376
 09OC 531  100    1 3376
 09Q5IL31  100    1 3376
 09QAWO31  100    1 3376
 09QBAK11  100    1 3376
 09QBAL31  100    1 3376
 09QBAM31  100    1 3376
 09QBAP31  100    1 3376
 09QGMR31  100    1 3376
 09QI3Y11  100    1 3376
 09QI3Y21  100    1 3376
 09QI3Y31  100    1 3376
 09QI3Z11  100    1 3376
 09QI3Z21  100    1 3376
 09QI3Z31  100    1 3376
 09QI3[11  100    1 3376
 09QI3[21  100    1 3376
 09QI3[31  100    1 3376
 09QI3\11  100    1 3376
 09QI3\21  100    1 3376
 09QI3\31  100    1 3376
 09QI4T11  100    1 3376
